signatur;pdf_file_url;key;summary
22.5284;https://grosserrat.bs.ch/dokumente/100397/000000397401.pdf;000000397401.pdf;"Die Veloquerung des Bahnhofs SBB im Gundeldinger Quartier ist unzureichend und es gibt bisher keine konkreten Lösungen für Verbesserungen. Das ""Entwicklungskonzept Stadtraum Basel SBB"" sieht eine unterirdische Veloquerung vor, aber es fehlen konkrete Informationen. Der Regierungsrat hat eine Auslegeordnung über potenzielle Lösungen angekündigt, die jedoch aus Zeit- und Budgetgründen abgesagt wurde. Es werden Fragen an den Regierungsrat gestellt, ob eine Machbarkeitsuntersuchung durchgeführt werden kann und ob die Quartierorganisationen und die SBB einbezogen werden können."
22.5283;https://grosserrat.bs.ch/dokumente/100397/000000397400.pdf;000000397400.pdf;Die UVEK unterstützt die Forderung nach Tempo 60 auf der Osttangente und den Rückbau im Zusammenhang mit dem Rheintunnel. Es werden Fragen gestellt, warum die Regierung diese Forderungen nicht umsetzt und wie das Umweltschutzgesetz umgesetzt werden soll. Es wird nach dem Ausmass des Kapazitätsausbaus und dem CO2-Ausstoss beim Bau des Rheintunnels gefragt.
22.5281;https://grosserrat.bs.ch/dokumente/100397/000000397398.pdf;000000397398.pdf;Der Regierungsrat hat beschlossen, das Tiefbauamt am Standort Dreispitz zu optimieren, was den Abriss und Ersatz der historischen Betriebsgebäudezeile an der Rotterdamstrasse beinhaltet. Die Christoph Merian Stiftung betont jedoch in einem Informationsblatt die Notwendigkeit eines sorgfältigen Umgangs mit der Bausubstanz und nennt das Betriebsgebäude Leimgrubenweg 29 als erhaltenswertes Beispiel. Es werden Fragen zur Kenntnis des Regierungsrats über den Plan Guide Dreispitz, zur Vereinbarkeit des Geschäfts mit dem Plan Guide, zur Schutzwürdigkeit der Gebäude an der Rotterdamstrasse, zur Einholung von Expertenmeinungen und zur Umsetzbarkeit des Projekts bei Erhalt der bestehenden Bauten gestellt.
22.5278;https://grosserrat.bs.ch/dokumente/100397/000000397397.pdf;000000397397.pdf;Es wird um Informationen zur Umsetzung, Entwicklung und Finanzierung des neuen Tagesbetreuungsgesetzes in Basel-Stadt gebeten. Es wird betont, dass eine hohe Qualität der familienergänzenden Bildungs- und Betreuungsangebote wichtig ist. Es werden Fragen zur Erfassung der Erfahrungen der Eltern bei der Organisation von Kitaplätzen, zur Effizienz des neuen Platzvergabeverfahrens, zu den Erfahrungen der Fachstelle Tagesbetreuung bei der Organisation von Betreuungsplätzen, zur Platzierung von Kindern mit besonderen Bedürfnissen und zur Auswirkung der Preisbegrenzung auf die Wirtschaftsfreiheit der Betriebe gestellt.
22.5273;https://grosserrat.bs.ch/dokumente/100397/000000397389.pdf;000000397389.pdf;Der Regierungsrat plant den Umbau des Musical-Theaters in Basel zu einer Schwimmhalle, was in der Veranstaltungsbranche auf Unverständnis stößt. Eine Alternative wäre das Klybeckareal, jedoch lehnte der Regierungsrat eine Schwimmhalle dort ab. Es wird gefragt, wann eine neue Schwimmhalle im Klybeckareal bezugsbereit wäre und ob der Regierungsrat bereit ist, eine solche zu prüfen, um das Musical-Theater zu erhalten.
22.526;https://grosserrat.bs.ch/dokumente/100397/000000397322.pdf;000000397322.pdf;Der Regierungsrat plant, die Vereinbarkeit von Familie und Beruf zu verbessern, indem er ein System zur finanziellen Entschädigung von Care-Arbeit einführt. Ein Pilotprojekt im Kanton Basel-Stadt wird in Betracht gezogen und es wird nach den Kosten dafür gefragt. Der Regierungsrat hat auch weitere Überlegungen angestellt, um der Care-Arbeit einen finanziellen Gegenwert zu geben.
22.5262;https://grosserrat.bs.ch/dokumente/100397/000000397320.pdf;000000397320.pdf;Die psychiatrische Versorgung von Kindern und Jugendlichen weist verschiedene Defizite auf, wie Probleme bei der stationären Unterbringung von akut eskalierenden Minderjährigen und in Einrichtungen der stationären Erwachsenenpsychiatrie. Auch die Unterbringung von Minderjährigen mit geistiger Behinderung, Autismus, Suchtmittelerkrankungen oder kombinierten Beeinträchtigungen ist unzureichend. Zudem fehlt es an Unterstützungs- und Entlastungsangeboten für Familien mit psychisch kranken Minderjährigen und an jugendpsychiatrischem Support in Kinder-, Jugend- und Behinderteneinrichtungen. Um diese Probleme zu lösen, ist eine gemeinsame Planung der Kantone im Bereich der Psychiatrie erforderlich, um die interkantonale Zusammenarbeit zu stärken und die Vernetzung zwischen den Akteuren und den Betroffenen zu verbessern.
22.5257;https://grosserrat.bs.ch/dokumente/100397/000000397317.pdf;000000397317.pdf;Das Deutsche Institut für Menschenrechte hat eine Studie zur Akutversorgung nach sexualisierter Gewalt veröffentlicht. Dabei werden verschiedene Maßnahmen vorgeschlagen, um den Zugang zu verbessern und die Bedürfnisse von Menschen mit besonderen Merkmalen zu berücksichtigen, wie z.B. Nicht-Deutschsprechende, Geflüchtete, Menschen mit Behinderungen und LGBTI. Dazu gehören geschultes Personal und Dolmetscher. Zudem wird betont, dass betroffene Personen während der Untersuchungen eine Vertrauensperson an ihrer Seite haben sollten, wenn sie dies wünschen.
22.5249;https://grosserrat.bs.ch/dokumente/100397/000000397238.pdf;000000397238.pdf;Basel wächst und es gibt Konflikte um begrenzten Platz am Rheinufer. Es sollen Wohnungen und Arbeitsplätze entstehen, was Anpassungen an die Infrastruktur erfordert. Die Hafeninitiative fordert mehr Freiräume, aber keine unverhältnismäßigen Eingriffe ins Privateigentum. Das städtebauliche Konzept sieht einen Gleispark vor, aber dieser sollte direkt am Rhein entstehen, um den Nutzungskonflikt zu entschärfen. Die Stadt Basel besitzt bereits Grundstücke, aber auch private Eigentümer sollten motiviert werden, ihre Parzellen zu öffnen. Die Unterzeichnenden sind gegen das städtebauliche Konzept für den Klybeckquai und fordern den Regierungsrat auf, den Stadtteilrichtplan anzupassen, um den Perimeter am Rhein als Grünfläche zu nutzen.
22.5247;https://grosserrat.bs.ch/dokumente/100397/000000397236.pdf;000000397236.pdf;Die Unterzeichnenden bitten die Regierung um Prüfung und Berichterstattung zu verschiedenen Themen wie einer sinnvollen gesetzlichen Grundlage und Finanzierung eines kantonalen KMU-Klimafonds, angemessenen Starteinlagen und jährlichen Beiträgen für den Fonds, Schaffung guter Rahmenbedingungen für Unternehmen und Definition der Antragsberechtigung für klimawirksame Maßnahmen von KMUs.
22.5244;https://grosserrat.bs.ch/dokumente/100397/000000397233.pdf;000000397233.pdf;Die Pflegeinitiative wurde mit über 60 Prozent angenommen, im Kanton Basel-Stadt sogar mit über 66 Prozent. Die Initiative fordert die langfristige Sicherung der Pflegequalität und bessere Arbeitsbedingungen. Der Kanton muss handeln, um den Beruf attraktiver zu machen und den Verlust qualifizierter Pflegefachkräfte zu verhindern. Der Regierungsrat soll prüfen und berichten, wie der Kanton in Zusammenarbeit mit den Sozialpartnern die Arbeitsbedingungen verbessern kann. In der kantonalen Gesundheitsversorgung sind Fleur Weibel, Melanie Nussbaumer, Tobias Christ, Georg Mattmüller, Christoph Hochuli, Oliver Bolliger, Johannes Sieber, Lea Wirz, Brigitte Gysin, Beda Baumgartner, Jérôme Thiriet, Pasqualine Gallacchi, Mahir Kabakci, Jean-Luc Perret, Heidi Mück, Erich Bucher, Melanie Eberhard und Raffaela Hanauer für die Pflege zuständig.
22.5243;https://grosserrat.bs.ch/dokumente/100397/000000397232.pdf;000000397232.pdf;Basel-Stadt plant die Einführung einer allgemeinen und niederschwelligen Sammlung und Verwertung von Bioabfällen, um eine Vorreiterrolle im Klimaschutz einzunehmen. Bisher gibt es in Riehen und Allschwil bereits entsprechende Angebote, während Basel-Stadt noch keine vergleichbare Lösung hat. Ziel ist es, Bioabfälle entweder in Biogasanlagen zu Bio-Rohgas zu verarbeiten oder durch Kompostierung wertvolle Nährstoffe zurück in den Boden zu bringen. Die Stadtgärtnerei bietet bereits Kompostberatung und Hilfestellungen an. Um eine flächendeckende Sammlung und Verwertung von Bioabfall zu ermöglichen, soll ein Konzept erstellt werden und bis 2025 ein entsprechendes System in Betrieb genommen werden.
22.5241;https://grosserrat.bs.ch/dokumente/100397/000000397230.pdf;000000397230.pdf;Schulareale werden während der Unterrichtszeit genutzt, aber auch außerhalb für die Bevölkerung zugänglich gemacht. Erfahrungen mit erweiterten Pausenplatzöffnungszeiten wurden gesammelt, jedoch kommt es zu unerwünschten Nutzungen, die zu Verschmutzungen und Müll führen. Die Unterzeichnende bittet den Regierungsrat um Informationen zu den finanziellen Folgen, Zuständigkeiten und Unterstützungsmöglichkeiten bei der Bewältigung von Kosten und Arbeiten, die nichts mit dem Schullalltag zu tun haben. Zudem wird nach Möglichkeiten zur Verhinderung von Schäden und Schmutz durch die Nutzung an Wochenenden und regelmäßigeren Kontrollen durch die Polizei gefragt.
22.5221;https://grosserrat.bs.ch/dokumente/100397/000000397046.pdf;000000397046.pdf;Die Anzugstellenden fordern die Regierung auf, die Möglichkeit einer Anlegestelle, einer Fahrstrecke und einer Betriebszeit für Vaporetti zu prüfen. Bisher wurde aufgrund von wirtschaftlichen und ökologischen Bedenken auf eine weitere Planung verzichtet. Jedoch wurden in den letzten Jahren technische Fortschritte gemacht, um Vaporetti nachhaltiger und kostengünstiger zu betreiben. Die Wirtschaftlichkeit hängt davon ab, wie der Takt und die Linienführung gewählt werden. Es sollte auch der Mehrwert einer Umsetzung berücksichtigt werden. Die Anzugstellenden bitten die Regierung, zu prüfen, wie ein solches Unterfangen umgesetzt werden könnte. Als Pilotprojekt könnte zunächst ein eingeschränkter Linienkurs versuchsweise umgesetzt werden, um Erfahrungen zu sammeln. Dies könnte bereits nächsten Sommer geschehen.
22.5225;https://grosserrat.bs.ch/dokumente/100397/000000397044.pdf;000000397044.pdf;Die Unterzeichnende bittet um Informationen zu einheitlichen Maturaprüfungen an kantonalen Gymnasien und bemängelt unterschiedliche Vorbereitungszeiten. Es werden Fragen zu Literaturanforderungen, schriftlichen Prüfungen und Standardisierung gestellt. Es wird gefragt, ob die Regierung einheitliche schriftliche Maturaprüfungen einführen und unterschiedliche Tests und Vorbereitungszeiten als ungerecht betrachten würde.
22.5216;https://grosserrat.bs.ch/dokumente/100397/000000397040.pdf;000000397040.pdf;Die Motion fordert eine Stärkung der Cybersicherheit für staatliche Verwaltungen, Firmen und Privatpersonen in Basel-Stadt. Es wird eine Vorreiterrolle bei der Cybersicherheit in der Schweiz angestrebt, indem der Kanton technische und organisatorische Maßnahmen ergreift, um die Sicherheit für verschiedene Zielgruppen zu erhöhen. Dazu gehören der Ausbau einer Cybercrime-Meldestelle, die Einführung von Cybersicherheitsbeauftragten in Unternehmen und regelmäßige Awareness-Kampagnen, um die Bürger über Cyberbedrohungen zu sensibilisieren.
22.5212;https://grosserrat.bs.ch/dokumente/100397/000000397037.pdf;000000397037.pdf;In der Anfrage von Eric Weber wird darauf hingewiesen, dass Kinder in den ersten fünf Jahren zehn verschiedene Kleidergrößen benötigen und dass günstige Kinderkleidung oft nicht nachhaltig ist. Es wird empfohlen, Kleidung aus zweiter Hand zu kaufen, da diese klimafreundlicher und bereits von Schadstoffen gereinigt ist. Eric Weber fragt, ob es im Kanton BS eine Stelle gibt, wo gebrauchte Kleidung und Schuhe für Kinder und Erwachsene gekauft werden können, und ob eine Liste mit solchen Stellen erstellt werden kann.
22.521;https://grosserrat.bs.ch/dokumente/100397/000000397034.pdf;000000397034.pdf;Die Sportanlagen Rankhof sind überfüllt und benötigen dringend Verbesserungen. Insbesondere die Beleuchtung im Herbst und Winter ist unzureichend. Große Vereine haben Schwierigkeiten, genügend Platz für ihr Material zu finden. Die Interpellation fordert den Regierungsrat auf, Maßnahmen zur Optimierung der Infrastruktur zu ergreifen, wie z.B. zusätzliche Spielfelder mit Beleuchtung oder mehr Platz für Vereine.
22.5207;https://grosserrat.bs.ch/dokumente/100397/000000397022.pdf;000000397022.pdf;Die Kontingente für das Hafenareal werden für den Sommer 2022 um die Hälfte gekürzt, ohne schriftliche Begründung. Das AUE beruft sich auf bundesrechtliche Vorgaben, obwohl der Regierungsrat die Belebung des Hafenareals positiv bewertet. Es werden Fragen zur Kürzung der Kontingente, Information der Gesuchstellenden, Liberalisierung und Anpassungen der Bestimmungen gestellt.
22.5206;https://grosserrat.bs.ch/dokumente/100397/000000397021.pdf;000000397021.pdf;Die MCH Group hat Schwierigkeiten, die Swissbau-Messe erfolgreich zu organisieren, da Aussteller absagen und die Medien negativ berichten. Es bleibt unklar, ob die Messe in Zukunft noch bedeutend sein wird. Es wird darüber diskutiert, ob die MCH Group professionelle Mitglieder ohne Verbindungen zum Regierungsrat aufnehmen sollte.
22.5201;https://grosserrat.bs.ch/dokumente/100397/000000397013.pdf;000000397013.pdf;Die Stadt Basel und der Kanton sollen prüfen, ob sie Räumlichkeiten für Fasnachtscliquen und Vereine zur Verfügung stellen können, um den Mangel an Proberäumen und Plätzen für den Wagenbau zu beheben. Die Immobilien Basel-Stadt (IBS) bietet vorübergehend ungenutzte Räume zu tragbaren Konditionen an, bis ein endgültiger Verwendungszweck gefunden wird. Im renovierten Hauptbau der Kaserne stehen geeignete Räumlichkeiten für musikalische Proben zur Verfügung und es gibt auch ebenerdige Räume, die den Bedürfnissen von Wagencliquen entsprechen könnten.
22.52;https://grosserrat.bs.ch/dokumente/100397/000000397012.pdf;000000397012.pdf;"Die Anfrage betrifft die Unterstützung von Stellensuchenden über 50 Jahren mit einer Weiterbildung auf Tertiärstufe. Es ist für diese Gruppe oft schwierig, eine passende Anstellung zu finden, obwohl es bereits Angebote gibt. Der Kanton Basel-Landschaft hat beispielsweise mit dem Programm Jobnet50+ gute Erfahrungen gemacht. Dort werden die Stellensuchenden nicht nur gecoacht, sondern es wird auch der verdeckte Arbeitsmarkt genutzt. Ähnlich funktioniert die Stellenkontaktbörse 50plus des Gewerbeverbands Basel-Stadt. Im Kanton Basel-Stadt scheint jedoch das Bewusstsein für die Problematik und die finanziellen Folgen einer unzureichenden Unterstützung der über 50-Jährigen noch nicht ausreichend vorhanden zu sein. Dies hat gravierende Folgen, sowohl psychisch für die Betroffenen als auch wirtschaftlich für Unternehmen und den Staat. Die Anfragestellerin bittet daher die Regierung um Beantwortung einiger Fragen. Es werden verschiedene Fragen zu den Angeboten für Stellensuchende 50plus im Kanton Basel-Stadt gestellt. Es wird nach speziellen Angeboten für gut qualifizierte Stellensuchende, dem Zugang zum ""verdeckten Arbeitsmarkt"", den Erfolgsquoten und Kosten der Angebote, der Möglichkeit ähnliche Projekte wie Jobnet50+ zuzulassen, den Voraussetzungen für eine Zulassung, einer Koordinationsstelle für Programme für Stellensuchende Ü50, der Überbrückungsrente, der Integration qualifizierter Stellensuchender in anderen Bereichen und der Anzahl der Personen, die die Überbrückungsrente in Anspruch nehmen, gefragt."
22.519;https://grosserrat.bs.ch/dokumente/100396/000000396948.pdf;000000396948.pdf;Ein Kunde fragt nach der Basler Kantonalbank und möchte wissen, ob russische Kunden von den gleichen Regelungen betroffen sind. Er möchte Informationen über abgelehnte Kontoeröffnungen und Wertschriften-Depots sowie die Gründe dafür. Außerdem interessiert ihn, warum die Kantonalbank ein Konto für einen Schweizer Bürger ablehnen kann und welchen Beschwerdeweg ein reicher Schweizer Kunde hat, wenn er kein Konto bei der Kantonalbank bekommt. Er möchte auch wissen, ob Vermögenswerte von Oligarchen oder Putin in Basel eingezogen wurden und wie viele Beschwerden gegen die Basler Kantonalbank eingegangen sind und welchen Inhalt diese hatten.
22.5169;https://grosserrat.bs.ch/dokumente/100396/000000396929.pdf;000000396929.pdf;Der Kanton Basel-Stadt plant, den Verbrauch grauer Energie im Bausektor zu reduzieren, um die Klimaziele zu erreichen. Dazu sollen bei Ausschreibungen mehr Gewicht auf graue Energie und Treibhausgasemissionen gelegt werden und die Weiterverwendung von bestehender Bausubstanz ermöglicht werden. In einem Bericht werden gesetzliche Hürden untersucht, die möglicherweise die Umsetzung dieser Maßnahmen verhindern könnten.
22.5176;https://grosserrat.bs.ch/dokumente/100396/000000396926.pdf;000000396926.pdf;Die Motion fordert den Kanton Basel auf, die Luftqualität in den Schulen zu verbessern, um das Wohlbefinden und die Gesundheit der Schüler und Lehrer zu gewährleisten. Dafür sollen Maßnahmen wie regelmäßiges Lüften, der Einsatz von Luftreinigern und die Optimierung der Lüftungsanlagen ergriffen werden. Die Kosten für diese Maßnahmen sollen vom Kanton übernommen werden, um die Schulen finanziell nicht zu belasten.
22.5179;https://grosserrat.bs.ch/dokumente/100396/000000396921.pdf;000000396921.pdf;Der Kanton Basel-Stadt bietet gute Angebote für ältere Menschen, die jedoch wenig bekannt sind. Es fehlt an Informationen über Demenzerkrankungen, insbesondere für Migrantinnen und Migranten. Es wird vorgeschlagen, Informationsmaterial in Fremdsprachen bereitzustellen und Maßnahmen zur Unterstützung älterer Menschen bei der Digitalisierung zu ergreifen. Der Kanton unterstützt den GGG Wegweiser als interkulturelle Anlaufstelle für Altersfragen.
22.5182;https://grosserrat.bs.ch/dokumente/100396/000000396918.pdf;000000396918.pdf;In Basel endet der separate Fahrradweg an der Grenzacherstrasse, und Radfahrer müssen die Straße überqueren. Die Vorfahrtsregelung ist unklar, was zu gefährlichen Situationen führt, da einige Radfahrer glauben, Vorfahrt zu haben, während Autofahrer dies nicht annehmen. Die Regierung wird gebeten, die Situation zu klären und die Beschilderung zu verbessern. Stefan Suter.
22.5159;https://grosserrat.bs.ch/dokumente/100396/000000396849.pdf;000000396849.pdf;Die Petition fordert, dass Praktika nicht mehr als Teil des Betreuungsverhältnisses angerechnet werden dürfen. Es wird diskutiert, ob die Ausbildung zur FaBeK in Genf und Tessin auf zwei Jahre verkürzt werden soll und welche Auswirkungen dies auf die Betreuungsqualität hätte. Die Petition möchte außerdem erreichen, dass Praktika in den Kantonen Wallis, Appenzell Ausserrhoden und Bern nicht mehr auf das Betreuungsverhältnis angerechnet werden dürfen.
22.5155;https://grosserrat.bs.ch/dokumente/100396/000000396785.pdf;000000396785.pdf;Ein kürzlich veröffentlichter Bericht zeigt, dass der Antisemitismus in der Schweiz zunimmt, insbesondere online und während der Corona-Krise. Es gab tätliche Angriffe auf jüdische Menschen und eine Zunahme von antisemitischen Zusendungen, Beschimpfungen und Drohungen. Die Fragen an den Regierungsrat beziehen sich auf Maßnahmen gegen Antisemitismus, wie die Überprüfung rechtsextremer Redner, das Vorgehen gegen Hassbotschaften im Internet und die Sensibilisierung von Schülern für Desinformation und Verschwörungstheorien.
22.5154;https://grosserrat.bs.ch/dokumente/100396/000000396784.pdf;000000396784.pdf;Der Regierungsrat schult das Personal, um geflüchteten LGBTI-Personen aus der Ukraine und anderen Ländern gerecht zu werden. Bei der Betreuung und Unterbringung in Basel werden sexuelle Orientierung, Geschlechtsidentität und Geschlechtsausdruck berücksichtigt. Falls nötig, wird die Thematik auch auf Bundesebene angesprochen. (77 Tokens)
22.515;https://grosserrat.bs.ch/dokumente/100396/000000396780.pdf;000000396780.pdf;Die PH FHNW plant, die Qualität ihrer Bildungsinstitution zu verbessern, indem sie Anpassungen an den Studiengängen vornimmt und den Praxisbezug stärkt. Es gibt bereits Vorschläge für Änderungen in der Lehrpersonenausbildung, deren Auswirkungen auf die Basler Schulen und Lehrpersonen jedoch noch unklar sind. Die politischen Gremien haben die Möglichkeit, Einfluss auf die Anpassungen zu nehmen und die Folgen für das Basler Schulsystem zu berücksichtigen.
22.5149;https://grosserrat.bs.ch/dokumente/100396/000000396779.pdf;000000396779.pdf;Der Regierungsrat wurde gebeten, Fragen zur niedrigen Schutzplatzquote in Basel-Stadt zu beantworten, darunter die Entwicklung der Quote in den letzten zehn Jahren, die Auswirkungen des Bevölkerungswachstums und Maßnahmen zur Erhöhung der Quote. Es wird auch nach Befreiungen von der Schutzraumpflicht, Kontrollen der Schutzräume und Bußgeldern gefragt. Der Kanton Basel-Landschaft hat ein neues FAQ veröffentlicht und es wird gefragt, ob die Regierung bereit ist, das FAQ anzupassen und weitere Empfehlungen zur Verfügung zu stellen.
22.5148;https://grosserrat.bs.ch/dokumente/100396/000000396778.pdf;000000396778.pdf;Der Kanton Basel Stadt plant, eine Zulassungssteuerung für Ärzte einzuführen, bei der die Anzahl der ambulant tätigen Ärzte pro Fachgebiet begrenzt wird und die Berufsausübungsbewilligung von Fachärzten an den Arbeitgeber im öffentlichen Spital gebunden wird. Die geplante Verordnung soll ab dem 1. April 2022 in Kraft treten, was bei vielen zu Sorgen und Kritik führt. Es werden Fragen zur Problematik des Wechsels von leitenden Ärzten und Chefärzten sowie zur geschlechtsspezifischen Vergabe neuer Zulassungen gestellt. Es besteht die Befürchtung, dass die Preise für bestehende Praxen steigen, Ärzte unter wirtschaftlichen Druck geraten und talentierte junge Ärzte von einer akademischen Karriere abgehalten werden könnten.
22.5145;https://grosserrat.bs.ch/dokumente/100396/000000396775.pdf;000000396775.pdf;Das Uni-Rektorat der Universität Basel plant, Fleischmenüs teurer zu machen, um den Fleischkonsum der Studierenden zu reduzieren. Die Studierenden-Vertretung Skuba unterstützt diese Idee und fordert eine Preiserhöhung von zwei bis vier Franken für Fleischmenüs. Der Regierungsrat soll prüfen, ob diese Entscheidung sinnvoll ist und ob alle Studierenden in die Entscheidung einbezogen wurden. Es soll auch untersucht werden, ob fleischlose Menüs kostendeckender sind als fleischhaltige Menüs.
